customer_id,notification_type,title,message,channel,sent_time,delivery_status,read_status,priority,reference_id,read_at,retry_count,expires_at
908,Fraud Alert,Suspicious Transaction Detected,Suspicious activity has been detected on your account. Please review the transaction immediately.,App Notification,2026-07-28 04:30:54,Delivered,Unread,High,13038,,0,2026-08-04 04:30:54
829,KYC,KYC Verification Required,Please review your KYC status and complete the required verification if necessary.,SMS,2025-09-17 09:57:06,Delivered,Unread,Low,1508,,0,2025-10-21 09:57:06
641,OTP,OTP Verification,Your one-time password is required to complete the requested banking activity.,WhatsApp,2026-01-21 06:54:31,Delivered,Read,Medium,12586,2026-07-30 08:23:57,0,2026-01-21 07:04:31
858,KYC,KYC Verification Required,Please review your KYC status and complete the required verification if necessary.,SMS,2026-06-27 21:06:18,Delivered,Read,Low,1584,2026-08-13 00:50:53,0,2026-08-31 21:06:18
981,Credit,Transaction Credit Alert,Transaction Credit Alert: An amount has been credited to your bank account.,SMS,2026-06-26 20:38:26,Failed,Unread,Medium,35298,,3,2026-08-22 20:38:26
862,KYC,KYC Status Update,Please review your KYC status and complete the required verification if necessary.,E-mail,2025-12-01 00:51:38,Delivered,Read,Low,1190,2026-01-11 23:02:50,0,2026-02-13 00:51:38
616,Loan Update,EMI Reminder,There is an update regarding your loan application or repayment schedule.,App Notification,2025-11-30 01:52:59,Delivered,Read,Medium,2579,2026-08-08 08:08:55,0,2026-01-01 01:52:59
300,OTP,OTP Verification,Your one-time password is required to complete the requested banking activity.,WhatsApp,2026-03-04 18:13:08,Delivered,Read,Medium,13327,2026-06-18 01:43:35,0,2026-03-04 18:23:08
779,Promotional,Exclusive Offer,Enjoy exclusive banking offers and benefits available for a limited period.,E-mail,2025-09-24 13:06:30,Delivered,Unread,Medium,,,0,2025-10-07 13:06:30
441,OTP,One Time Password,Your one-time password is required to complete the requested banking activity.,App Notification,2025-10-12 04:27:03,Delivered,Unread,Low,33785,,0,2025-10-12 04:37:03
405,Credit,Money Credited,Money Credited: An amount has been credited to your bank account.,WhatsApp,2025-08-22 06:08:59,Delivered,Unread,Medium,36444,,0,2025-11-02 06:08:59
607,Credit,Transaction Credit Alert,Transaction Credit Alert: An amount has been credited to your bank account.,E-mail,2025-11-23 17:21:29,Delivered,Read,High,42083,2026-03-07 20:42:30,0,2026-01-31 17:21:29
17,KYC,KYC Update,Please review your KYC status and complete the required verification if necessary.,App Notification,2026-06-09 02:11:19,Failed,Unread,Medium,265,,3,2026-07-28 02:11:19
454,Debit,Transaction Debit Alert,Transaction Debit Alert: A debit transaction has been processed from your bank account.,E-mail,2026-01-31 15:15:39,Delivered,Read,Medium,10321,2026-06-12 22:55:18,0,2026-03-25 15:15:39
142,Credit,Transaction Credit Alert,Transaction Credit Alert: An amount has been credited to your bank account.,WhatsApp,2025-10-14 05:36:59,Delivered,Read,Medium,26281,2025-11-19 23:11:40,0,2025-12-29 05:36:59
719,Loan Update,Loan Status Update,There is an update regarding your loan application or repayment schedule.,App Notification,2025-12-15 02:58:00,Delivered,Unread,Low,673,,0,2026-01-21 02:58:00
981,Debit,Money Debited,Money Debited: A debit transaction has been processed from your bank account.,App Notification,2025-10-11 12:54:13,Delivered,Read,Medium,32344,2026-03-21 11:52:04,0,2025-12-30 12:54:13
571,Debit,Debit Alert,Debit Alert: A debit transaction has been processed from your bank account.,SMS,2026-02-17 22:52:29,Delivered,Read,Medium,10820,2026-04-06 22:10:01,0,2026-04-21 22:52:29
635,Loan Update,Loan Update,There is an update regarding your loan application or repayment schedule.,SMS,2026-04-11 04:35:56,Delivered,Read,Low,149,2026-05-23 01:08:21,0,2026-05-21 04:35:56
987,Loan Update,Loan Update,There is an update regarding your loan application or repayment schedule.,App Notification,2026-04-08 09:39:49,Pending,Unread,Medium,2450,,1,2026-05-15 09:39:49
85,Credit,Transaction Credit Alert,Transaction Credit Alert: An amount has been credited to your bank account.,WhatsApp,2026-01-21 13:05:44,Delivered,Unread,Medium,33674,,0,2026-03-12 13:05:44
826,Fraud Alert,Suspicious Transaction Detected,Suspicious activity has been detected on your account. Please review the transaction immediately.,E-mail,2026-02-09 20:34:36,Delivered,Unread,Critical,20010,,0,2026-02-16 20:34:36
326,Fraud Alert,Suspicious Transaction Detected,Suspicious activity has been detected on your account. Please review the transaction immediately.,E-mail,2025-09-26 23:50:09,Delivered,Read,Critical,28104,2026-06-08 08:05:54,0,2025-10-03 23:50:09
816,Debit,Money Debited,Money Debited: A debit transaction has been processed from your bank account.,SMS,2026-04-01 12:14:07,Delivered,Read,Low,24681,2026-07-11 14:18:25,0,2026-05-30 12:14:07
738,Debit,Money Debited,Money Debited: A debit transaction has been processed from your bank account.,App Notification,2026-08-09 00:57:59,Delivered,Read,High,9835,2026-08-14 15:04:49,0,2026-11-04 00:57:59
127,Credit,Transaction Credit Alert,Transaction Credit Alert: An amount has been credited to your bank account.,SMS,2026-01-22 01:31:05,Delivered,Read,Low,33828,2026-08-04 07:11:10,0,2026-04-16 01:31:05
448,Fraud Alert,Security Alert,Suspicious activity has been detected on your account. Please review the transaction immediately.,App Notification,2026-01-20 23:38:46,Delivered,Read,High,26856,2026-04-13 21:40:35,0,2026-01-27 23:38:46
7,Debit,Money Debited,Money Debited: A debit transaction has been processed from your bank account.,WhatsApp,2026-03-17 18:04:42,Delivered,Unread,Medium,32511,,0,2026-06-03 18:04:42
837,Debit,Money Debited,Money Debited: A debit transaction has been processed from your bank account.,E-mail,2025-11-01 09:50:19,Delivered,Unread,Medium,31818,,0,2026-01-17 09:50:19
91,Debit,Debit Alert,Debit Alert: A debit transaction has been processed from your bank account.,WhatsApp,2026-05-14 09:09:06,Delivered,Read,Medium,33885,2026-07-17 09:35:37,0,2026-07-19 09:09:06
272,Debit,Money Debited,Money Debited: A debit transaction has been processed from your bank account.,App Notification,2026-01-10 22:28:29,Delivered,Read,Medium,34066,2026-05-20 17:03:19,0,2026-03-10 22:28:29
946,Credit,Transaction Credit Alert,Transaction Credit Alert: An amount has been credited to your bank account.,SMS,2026-04-24 14:44:16,Delivered,Read,High,38939,2026-05-17 04:21:35,0,2026-07-03 14:44:16
346,Debit,Transaction Debit Alert,Transaction Debit Alert: A debit transaction has been processed from your bank account.,SMS,2026-01-18 21:13:46,Delivered,Read,Medium,39709,2026-03-17 21:39:33,0,2026-02-28 21:13:46
399,KYC,KYC Verification Required,Please review your KYC status and complete the required verification if necessary.,SMS,2026-01-30 20:22:41,Delivered,Read,High,995,2026-06-14 23:54:37,0,2026-03-12 20:22:41
934,Promotional,New Banking Benefits,Enjoy exclusive banking offers and benefits available for a limited period.,SMS,2025-10-03 03:03:19,Delivered,Unread,Medium,,,0,2025-10-26 03:03:19
253,Promotional,New Banking Benefits,Enjoy exclusive banking offers and benefits available for a limited period.,WhatsApp,2025-10-06 16:48:39,Delivered,Read,Medium,,2026-06-20 16:05:13,0,2025-10-17 16:48:39
554,Promotional,New Banking Benefits,Enjoy exclusive banking offers and benefits available for a limited period.,SMS,2025-12-25 06:41:29,Delivered,Unread,Medium,,,0,2026-01-07 06:41:29
427,KYC,KYC Verification Required,Please review your KYC status and complete the required verification if necessary.,E-mail,2026-04-24 04:55:40,Delivered,Read,Medium,19,2026-07-16 18:08:04,0,2026-06-11 04:55:40
230,Debit,Money Debited,Money Debited: A debit transaction has been processed from your bank account.,App Notification,2026-03-19 03:32:48,Delivered,Unread,Medium,26982,,0,2026-06-06 03:32:48
461,OTP,OTP Verification,Your one-time password is required to complete the requested banking activity.,WhatsApp,2025-11-19 12:49:49,Delivered,Unread,Medium,24397,,0,2025-11-19 12:59:49
651,OTP,OTP Verification,Your one-time password is required to complete the requested banking activity.,SMS,2025-10-20 05:08:02,Delivered,Read,Medium,2002,2026-03-15 22:12:32,0,2025-10-20 05:18:02
67,Promotional,Banking Offer,Enjoy exclusive banking offers and benefits available for a limited period.,App Notification,2026-02-17 11:51:28,Delivered,Unread,Low,,,0,2026-03-09 11:51:28
112,Loan Update,EMI Reminder,There is an update regarding your loan application or repayment schedule.,E-mail,2026-02-17 09:06:21,Delivered,Read,Medium,4681,2026-07-16 07:13:20,0,2026-04-28 09:06:21
728,Debit,Debit Alert,Debit Alert: A debit transaction has been processed from your bank account.,App Notification,2025-11-08 07:49:03,Delivered,Read,Medium,1206,2026-01-26 12:27:40,0,2025-12-08 07:49:03
973,OTP,Login OTP,Your one-time password is required to complete the requested banking activity.,WhatsApp,2025-10-08 13:16:50,Delivered,Read,Medium,39364,2026-07-06 23:21:21,0,2025-10-08 13:26:50
139,Credit,Transaction Credit Alert,Transaction Credit Alert: An amount has been credited to your bank account.,SMS,2025-12-22 10:05:49,Pending,Unread,Medium,28820,,2,2026-02-14 10:05:49
21,Debit,Money Debited,Money Debited: A debit transaction has been processed from your bank account.,SMS,2025-10-02 22:05:04,Delivered,Read,Medium,7353,2025-10-17 15:39:16,0,2025-12-21 22:05:04
537,Promotional,New Banking Benefits,Enjoy exclusive banking offers and benefits available for a limited period.,E-mail,2026-03-22 04:31:49,Delivered,Read,High,,2026-07-04 06:06:10,0,2026-04-14 04:31:49
594,Debit,Transaction Debit Alert,Transaction Debit Alert: A debit transaction has been processed from your bank account.,SMS,2026-04-12 06:20:34,Delivered,Unread,Medium,19102,,0,2026-05-16 06:20:34
444,Debit,Debit Alert,Debit Alert: A debit transaction has been processed from your bank account.,App Notification,2025-08-25 19:22:00,Delivered,Read,Medium,10190,2026-01-22 02:59:41,0,2025-10-14 19:22:00
356,Promotional,New Banking Benefits,Enjoy exclusive banking offers and benefits available for a limited period.,SMS,2026-07-17 14:06:23,Delivered,Unread,Low,,,0,2026-07-30 14:06:23
402,Fraud Alert,Fraud Alert,Suspicious activity has been detected on your account. Please review the transaction immediately.,SMS,2025-11-11 01:58:28,Delivered,Unread,Medium,28174,,0,2025-11-18 01:58:28
212,OTP,Login OTP,Your one-time password is required to complete the requested banking activity.,WhatsApp,2025-12-04 07:38:17,Delivered,Read,High,27873,2026-03-25 08:56:00,0,2025-12-04 07:48:17
363,Promotional,New Banking Benefits,Enjoy exclusive banking offers and benefits available for a limited period.,SMS,2026-06-13 01:17:12,Delivered,Unread,Low,,,0,2026-07-04 01:17:12
121,Promotional,Banking Offer,Enjoy exclusive banking offers and benefits available for a limited period.,SMS,2025-08-26 16:56:26,Delivered,Read,Low,,2026-05-13 01:55:28,0,2025-09-14 16:56:26
766,Loan Update,Loan Update,There is an update regarding your loan application or repayment schedule.,App Notification,2026-07-24 04:12:36,Delivered,Read,Medium,463,2026-08-16 08:01:01,0,2026-09-09 04:12:36
150,OTP,OTP Verification,Your one-time password is required to complete the requested banking activity.,App Notification,2026-05-01 21:43:21,Delivered,Read,Low,29405,2026-07-15 11:37:02,0,2026-05-01 21:53:21
691,KYC,KYC Status Update,Please review your KYC status and complete the required verification if necessary.,E-mail,2025-11-30 08:31:32,Delivered,Read,Low,1789,2026-07-16 13:00:01,0,2026-02-11 08:31:32
932,Credit,Credit Alert,Credit Alert: An amount has been credited to your bank account.,App Notification,2025-12-03 02:05:34,Delivered,Unread,Medium,47425,,0,2026-01-27 02:05:34
255,OTP,One Time Password,Your one-time password is required to complete the requested banking activity.,SMS,2026-04-07 12:07:05,Failed,Unread,Medium,1940,,1,2026-04-07 12:17:05
543,OTP,Login OTP,Your one-time password is required to complete the requested banking activity.,WhatsApp,2026-05-23 10:04:32,Delivered,Read,Medium,36369,2026-06-14 07:11:33,0,2026-05-23 10:14:32
889,KYC,KYC Status Update,Please review your KYC status and complete the required verification if necessary.,SMS,2026-08-14 19:02:34,Delivered,Read,Medium,778,2026-08-18 00:46:20,0,2026-11-04 19:02:34
489,Promotional,Banking Offer,Enjoy exclusive banking offers and benefits available for a limited period.,SMS,2026-03-13 13:51:52,Pending,Read,Low,,2026-08-11 02:09:16,1,2026-03-31 13:51:52
204,KYC,KYC Status Update,Please review your KYC status and complete the required verification if necessary.,SMS,2025-11-29 05:33:12,Delivered,Unread,Medium,778,,0,2026-01-12 05:33:12
495,Fraud Alert,Security Alert,Suspicious activity has been detected on your account. Please review the transaction immediately.,App Notification,2026-05-21 07:09:06,Delivered,Read,Critical,3428,2026-07-06 05:56:33,0,2026-05-28 07:09:06
204,Credit,Transaction Credit Alert,Transaction Credit Alert: An amount has been credited to your bank account.,WhatsApp,2026-06-19 20:50:27,Delivered,Unread,Medium,8678,,0,2026-08-04 20:50:27
762,Promotional,New Banking Benefits,Enjoy exclusive banking offers and benefits available for a limited period.,WhatsApp,2026-01-12 10:29:05,Delivered,Read,Low,,2026-02-17 22:11:04,0,2026-02-08 10:29:05
663,Fraud Alert,Suspicious Transaction Detected,Suspicious activity has been detected on your account. Please review the transaction immediately.,WhatsApp,2026-05-27 11:24:56,Delivered,Read,High,29105,2026-08-17 13:25:45,0,2026-06-03 11:24:56
242,Promotional,Banking Offer,Enjoy exclusive banking offers and benefits available for a limited period.,WhatsApp,2025-09-04 23:18:59,Delivered,Unread,Medium,,,0,2025-10-04 23:18:59
409,Fraud Alert,Security Alert,Suspicious activity has been detected on your account. Please review the transaction immediately.,SMS,2025-11-24 05:20:19,Delivered,Read,High,14838,2026-05-02 14:26:00,0,2025-12-01 05:20:19
515,KYC,KYC Verification Required,Please review your KYC status and complete the required verification if necessary.,SMS,2026-02-26 18:09:14,Delivered,Read,Low,755,2026-03-29 20:13:58,0,2026-04-07 18:09:14
773,OTP,One Time Password,Your one-time password is required to complete the requested banking activity.,App Notification,2026-07-20 14:13:11,Delivered,Read,Medium,44429,2026-07-25 07:16:05,0,2026-07-20 14:23:11
977,KYC,KYC Update,Please review your KYC status and complete the required verification if necessary.,App Notification,2026-08-11 10:11:44,Delivered,Read,Medium,316,2026-08-14 13:30:36,0,2026-09-10 10:11:44
762,Debit,Debit Alert,Debit Alert: A debit transaction has been processed from your bank account.,E-mail,2026-06-27 11:12:39,Delivered,Read,High,25718,2026-07-27 10:43:09,0,2026-08-02 11:12:39
953,Debit,Debit Alert,Debit Alert: A debit transaction has been processed from your bank account.,App Notification,2026-01-15 08:53:35,Delivered,Unread,Medium,48641,,0,2026-03-06 08:53:35
653,Loan Update,Loan Status Update,There is an update regarding your loan application or repayment schedule.,WhatsApp,2026-04-10 00:06:15,Delivered,Unread,Medium,3551,,0,2026-05-12 00:06:15
919,Fraud Alert,Suspicious Transaction Detected,Suspicious activity has been detected on your account. Please review the transaction immediately.,E-mail,2026-06-05 05:31:13,Delivered,Read,Medium,13915,2026-06-17 14:02:39,0,2026-06-12 05:31:13
151,Loan Update,EMI Reminder,There is an update regarding your loan application or repayment schedule.,E-mail,2025-10-28 04:27:12,Delivered,Read,Medium,3839,2026-05-12 17:40:11,0,2026-01-16 04:27:12
218,Debit,Money Debited,Money Debited: A debit transaction has been processed from your bank account.,App Notification,2026-04-15 21:23:07,Delivered,Unread,Medium,22450,,0,2026-06-24 21:23:07
811,Credit,Money Credited,Money Credited: An amount has been credited to your bank account.,E-mail,2025-09-08 05:51:28,Delivered,Read,Medium,29148,2026-07-18 06:14:41,0,2025-11-22 05:51:28
205,OTP,OTP Verification,Your one-time password is required to complete the requested banking activity.,SMS,2026-02-01 10:11:29,Delivered,Read,Medium,22590,2026-05-12 11:14:06,0,2026-02-01 10:21:29
920,OTP,Login OTP,Your one-time password is required to complete the requested banking activity.,App Notification,2026-08-03 22:19:49,Delivered,Read,Low,41683,2026-08-05 02:58:06,0,2026-08-03 22:29:49
226,Promotional,Special Offer,Enjoy exclusive banking offers and benefits available for a limited period.,App Notification,2025-12-04 03:28:57,Delivered,Read,Low,,2026-03-04 10:00:20,0,2025-12-11 03:28:57
